round_epochs,val_loss,val_acc,loss,acc,first_neuron,second_neuron,dropout,pool_size,activation,losses
30,0.008285297953018406,0.705332089602334,0.004393055225691932,0.8474853839267764,4,128,0.5,2,sigmoid,logcosh
7,0.016263326829362573,0.3096351736304468,0.013887883713147404,0.33637426962629396,64,16,0.0,2,softmax,logcosh
14,0.006847343136630941,0.7549111353141108,0.0011753136866184482,0.9618713459947653,16,64,0.0,2,relu,logcosh
8,0.01467929498407645,0.3554724053705374,0.0117165796434771,0.49076023601997665,64,4,0.0,2,relu,logcosh
24,1.140619282703117,0.653882135984717,0.8772686553511044,0.7015204739675187,4,64,0.5,2,softmax,categorical_crossentropy
16,0.008516295370043567,0.6725912104849507,0.004155649021489149,0.8545029263398801,4,128,0.0,2,relu,logcosh
10,0.017340045436254944,0.10196445281534579,0.017313297800937592,0.11134502931296476,256,16,0.5,2,softmax,logcosh
21,1.4654945533605461,0.4742750253657296,1.3420054548850273,0.5333333410366237,4,16,0.5,2,softmax,categorical_crossentropy
12,0.695506023751923,0.8026192740679233,0.2593741351642727,0.9141520503668757,16,64,0.5,2,relu,categorical_crossentropy
11,0.017343652149761694,0.10196445281534579,0.01731255520461944,0.11134502931296476,64,128,0.5,2,sigmoid,logcosh
13,1.6002504342857233,0.5659494884974272,1.3104456532615842,0.5569590720342614,4,16,0.5,2,relu,categorical_crossentropy
8,0.7933457345794863,0.8129092636400567,0.11707511202847565,0.9663157909237153,128,256,0.5,2,relu,categorical_crossentropy
10,0.9616555270107556,0.7680074872119723,0.058861363754720654,0.9815204685717298,256,128,0.0,2,relu,categorical_crossentropy
11,0.017342597538896318,0.10196445281534579,0.017312718058625855,0.11134502931296476,256,128,0.5,2,sigmoid,logcosh
16,0.005104089983708846,0.8344246990581446,0.0008519637787683061,0.9730994163549435,256,256,0.5,2,relu,logcosh
29,0.007046186822706822,0.7539756817724016,0.0023058593971283245,0.9291228087324845,4,64,0.0,2,sigmoid,logcosh
10,0.01734138316395575,0.10196445281534579,0.01731330833849851,0.11134502931296476,256,256,0.5,2,softmax,logcosh
18,0.00856720484354099,0.6913002849154878,0.00366634566351497,0.8715789501081433,4,256,0.5,2,relu,logcosh
12,0.5524693993738921,0.8578110411135921,0.1588563645467993,0.946666669235592,64,64,0.5,2,relu,categorical_crossentropy
10,0.017339235481826136,0.10196445281534579,0.01731329048760453,0.11134502931296476,64,64,0.5,2,sigmoid,logcosh
23,0.015365818013588179,0.30028063674972255,0.014914660106577344,0.23836257625044438,4,4,0.5,2,sigmoid,logcosh
32,1.6641418595327433,0.5266604322323295,1.83029329673944,0.4011695977365761,256,16,0.5,2,softmax,categorical_crossentropy
12,0.006021355940468166,0.7811038395558929,0.0011033853712238552,0.9658479543980102,16,128,0.0,2,relu,logcosh
14,2.9301564267464504,0.10196445281534579,2.9058913069161756,0.11134502931296476,64,128,0.0,2,sigmoid,categorical_crossentropy
11,0.005067966076916404,0.8147801713507459,0.0015865284730308307,0.9487719315185882,64,256,0.5,2,relu,logcosh
20,0.7562743793926394,0.7680074863616723,0.5240309422247649,0.822923982945102,128,64,0.5,2,softmax,categorical_crossentropy
15,2.931260113408345,0.10196445281534579,2.905187207774112,0.11134502931296476,256,128,0.5,2,sigmoid,categorical_crossentropy
15,2.9315631922658523,0.10196445281534579,2.9051843361547816,0.11134502931296476,64,16,0.5,2,sigmoid,categorical_crossentropy
30,0.007321692859619578,0.7352666079412564,0.0024694700122266412,0.9150877218148862,16,256,0.5,2,sigmoid,logcosh
22,0.009569925429157262,0.6688493947429675,0.003916056763522921,0.8697076056610074,16,128,0.5,2,softmax,logcosh
21,0.0077723219738346115,0.7221702559318801,0.002755895327821009,0.9054970786585446,64,128,0.5,2,softmax,logcosh
15,2.9315453896018475,0.10196445281534579,2.905223841137356,0.11134502931296476,128,64,0.5,2,sigmoid,categorical_crossentropy
18,0.00797796003397241,0.7231057093063172,0.0029607585128410712,0.8996491253027442,128,256,0.5,2,softmax,logcosh
24,0.8816891383303581,0.753040228746448,0.2481660125373773,0.9192982486814086,16,256,0.5,2,sigmoid,categorical_crossentropy
23,1.8906706759359397,0.44340505289964527,2.0807567132233875,0.33941521050288664,256,4,0.5,2,relu,categorical_crossentropy
10,0.017340105657715793,0.10196445281534579,0.017313301896578388,0.11134502931296476,128,4,0.0,2,sigmoid,logcosh
9,0.014233636140848618,0.3872778317546934,0.01334760825664627,0.3618713492887062,4,16,0.5,2,relu,logcosh
15,0.7492867983247254,0.7633302180258552,0.16604489090648208,0.9501754402242906,16,128,0.0,2,softmax,categorical_crossentropy
29,0.7664156718537202,0.775491116368068,0.12303748330474716,0.9628070188021799,128,256,0.0,2,sigmoid,categorical_crossentropy
8,0.01637616845814972,0.21234798942970493,0.01393253663693046,0.3120467849293647,64,64,0.5,2,softmax,logcosh
10,0.015659442152746204,0.2956033692502663,0.012580549987607229,0.4023391839530733,128,64,0.5,2,softmax,logcosh
25,1.8742311039226873,0.3713751187717056,2.1291647057435665,0.2755555604633532,4,4,0.5,2,sigmoid,categorical_crossentropy
12,0.006000253552614713,0.7942001903943641,0.001875203875547313,0.9345029265037057,256,128,0.5,2,relu,logcosh
20,0.9230828422565023,0.7072029963930262,0.6553966687822145,0.7817543934486065,256,64,0.5,2,softmax,categorical_crossentropy
14,0.014128724734591938,0.4246959792775903,0.010874517153742524,0.5424561415847979,16,4,0.0,2,relu,logcosh
16,2.9316438604895483,0.10196445281534579,2.904663682681078,0.11134502931296476,128,16,0.0,2,sigmoid,categorical_crossentropy
16,0.009356067639799948,0.6080449042864443,0.008598136355704096,0.6016374343145661,16,16,0.5,2,relu,logcosh
15,2.931400169715132,0.10196445281534579,2.905192630332813,0.11134502931296476,256,16,0.0,2,sigmoid,categorical_crossentropy
8,0.7123509394416206,0.800748365827539,0.17766566520778715,0.9464327510163101,256,128,0.5,2,relu,categorical_crossentropy
4,0.01484941904031875,0.498596821799247,0.009005316820378676,0.6435087755061033,256,256,0.5,2,relu,logcosh
16,1.3811811100756026,0.5014031833443717,1.0136220962046414,0.6364912328664323,4,256,0.5,2,softmax,categorical_crossentropy
15,2.9313406087841467,0.10196445281534579,2.905203888709085,0.11134502931296476,64,16,0.5,2,softmax,categorical_crossentropy
15,2.9315667948620248,0.10196445281534579,2.905172114344368,0.11134502931296476,256,128,0.5,2,sigmoid,categorical_crossentropy
17,0.9204627510378578,0.7595884037614427,0.2992812907129953,0.8991812899795889,4,256,0.5,2,relu,categorical_crossentropy
15,0.8052273296781921,0.7680074865707625,0.9041814989670403,0.6647953314216514,16,16,0.5,2,relu,categorical_crossentropy
16,0.9711865298606811,0.6987839126218915,0.8228332387558994,0.7312280745708455,4,256,0.5,2,softmax,categorical_crossentropy
6,1.091018965287137,0.7670720324714793,0.11434342571552407,0.9609356735882006,128,128,0.0,2,relu,categorical_crossentropy
10,0.6474911638918792,0.8157156262585111,0.12563751342083854,0.9588304113749175,128,128,0.5,2,relu,categorical_crossentropy
21,0.006048718349645744,0.7951356431694093,0.0013596809037206418,0.9560233927261063,16,128,0.0,2,softmax,logcosh
15,2.931406439298553,0.10196445281534579,2.905201835520783,0.11134502931296476,256,4,0.0,2,sigmoid,categorical_crossentropy
4,0.02605523089586406,0.09915809217627858,0.032774558663368224,0.09333333341698898,256,64,0.0,2,sigmoid,logcosh
20,0.009957769467208135,0.6697848487307358,0.005029328906859429,0.810292402362963,16,64,0.5,2,softmax,logcosh
27,1.1531839862235296,0.6426566915884544,0.5388167130718299,0.8060818762458556,4,128,0.5,2,sigmoid,categorical_crossentropy
18,0.005318203995642778,0.8194574395889874,0.0028443767742514967,0.9043274882244088,16,256,0.5,2,softmax,logcosh
15,0.006699535264403026,0.7492984126699205,0.00230115164102211,0.9253801184788085,16,64,0.0,2,softmax,logcosh
15,2.9310771252531334,0.10196445281534579,2.9052810970105623,0.11134502931296476,16,16,0.0,2,sigmoid,categorical_crossentropy
15,2.9313032627105713,0.10196445281534579,2.9052019621196545,0.11134502931296476,128,16,0.5,2,sigmoid,categorical_crossentropy
10,0.017340095788658614,0.10196445281534579,0.017313299042701024,0.11134502931296476,256,4,0.5,2,softmax,logcosh
16,0.005237647289137489,0.8203928934094836,0.0007122665428934108,0.980350877998168,64,256,0.5,2,relu,logcosh
32,2.1152864768483335,0.43311506272811995,1.3068609997112317,0.5929824576566094,256,4,0.0,2,relu,categorical_crossentropy
16,2.9319221076840436,0.10196445281534579,2.9046764688882214,0.11134502931296476,128,256,0.5,2,softmax,categorical_crossentropy
23,0.009166028647979187,0.6688493955793282,0.0038662609091831865,0.8626900606336649,4,128,0.0,2,sigmoid,logcosh
17,0.6011357488345731,0.8231992547037001,0.24005537405845648,0.9223391843818085,16,256,0.5,2,softmax,categorical_crossentropy
13,0.823687673219529,0.8269410694559899,0.07963180467898706,0.9752046797707764,256,128,0.5,2,relu,categorical_crossentropy
18,0.805889363825407,0.7670720323739039,1.0379504208360413,0.632280711071533,16,16,0.5,2,relu,categorical_crossentropy
10,0.017341240759593958,0.10196445281534579,0.017313279749618635,0.11134502931296476,128,128,0.5,2,softmax,logcosh
13,0.007141846984061477,0.7567820427599524,0.0013014673880023802,0.9574269017629456,16,256,0.0,2,relu,logcosh
10,0.6270281069156644,0.8353601529065195,0.10751239066993111,0.9630409376314509,64,128,0.5,2,relu,categorical_crossentropy
19,0.007773729038942221,0.6763330233693681,0.00816723376575895,0.6355555624815455,16,16,0.5,2,relu,logcosh
15,2.931438589898976,0.10196445281534579,2.905202089555082,0.11134502931296476,128,16,0.5,2,softmax,categorical_crossentropy
16,2.9318295510937054,0.10196445281534579,2.904659276259573,0.11134502931296476,64,16,0.5,2,sigmoid,categorical_crossentropy
23,0.00546118156346397,0.8072965417764698,0.0007608190345906462,0.9773099421409138,16,16,0.0,2,relu,logcosh
10,0.01734101963974361,0.10196445281534579,0.01731328360997794,0.11134502931296476,16,16,0.5,2,sigmoid,logcosh
10,0.01734096092547458,0.12160898049486586,0.017313549216640623,0.11134502931296476,128,64,0.0,2,sigmoid,logcosh
23,0.016025465575958995,0.2694106650503023,0.015726025908029257,0.19391813225913465,4,4,0.5,2,sigmoid,logcosh
12,0.4998485563932195,0.855004679875133,0.2029741550112979,0.9295906468441612,256,64,0.5,2,relu,categorical_crossentropy
11,0.006193894258250171,0.7904583755166202,0.0009342289818612655,0.970526316657401,64,64,0.0,2,relu,logcosh
11,0.7600443194502916,0.7960710982583861,0.14046509217361608,0.9600000013384903,16,16,0.0,2,relu,categorical_crossentropy
15,2.931103055782693,0.10196445281534579,2.905218773836281,0.11134502931296476,16,128,0.0,2,sigmoid,categorical_crossentropy
29,0.005357941126631573,0.8101029030567469,0.002239066295794347,0.9256140374997903,128,256,0.5,2,sigmoid,logcosh
17,0.006595587802114405,0.7801683844808556,0.002916841416968277,0.9019883065718657,64,256,0.5,2,softmax,logcosh
21,0.8658841483543098,0.7773620238836063,0.31870447637521154,0.8977777814655973,16,128,0.5,2,sigmoid,categorical_crossentropy
32,2.0476747059983778,0.2787652019310265,2.274113076480857,0.2442105311399315,4,4,0.5,2,softmax,categorical_crossentropy
16,2.931817580875222,0.10196445281534579,2.90465278458177,0.11134502931296476,64,64,0.5,2,sigmoid,categorical_crossentropy
14,0.010573730594686135,0.5687558489274042,0.010126253972030349,0.4895906499429056,64,16,0.5,2,relu,logcosh
15,2.931042195704632,0.10196445281534579,2.9052045950415537,0.11134502931296476,64,4,0.0,2,sigmoid,categorical_crossentropy
13,0.7817065725816609,0.8007483661202652,0.05363985248474844,0.9833918136811396,16,128,0.0,2,relu,categorical_crossentropy
12,0.005961135362651354,0.7811038388031682,0.0007684700376051703,0.9761403516196367,128,128,0.0,2,relu,logcosh
29,1.812889033397076,0.3723105731079576,2.1163879743270706,0.2760233953159455,4,4,0.5,2,relu,categorical_crossentropy
28,0.007585304695794947,0.7240411642140825,0.0012844321157454157,0.956491228955531,16,128,0.0,2,sigmoid,logcosh
10,0.017340278739093953,0.10196445281534579,0.017313385499935403,0.11134502931296476,128,4,0.5,2,sigmoid,logcosh
35,0.00811196162244333,0.7043966358654737,0.002991763010339098,0.8914619921417961,16,64,0.5,2,softmax,logcosh
33,0.008070723518433381,0.7352666073000464,0.0008198760071113291,0.9752046792130721,64,256,0.5,2,softmax,logcosh
9,0.7683991751222445,0.7951356442148603,0.18201658124050657,0.9384795349592354,16,128,0.5,2,relu,categorical_crossentropy
13,1.3137042730320523,0.5790458392940803,0.8701137886503479,0.6835087745161782,4,16,0.0,2,softmax,categorical_crossentropy
10,0.017340098952890223,0.10196445281534579,0.017313299489300153,0.11134502931296476,256,4,0.5,2,softmax,logcosh
17,2.9321214809274987,0.10196445281534579,2.9042084102742156,0.11134502931296476,256,64,0.0,2,sigmoid,categorical_crossentropy
29,0.008408454170206825,0.7128157187863083,0.0049319315457812644,0.821988307349166,4,128,0.5,2,sigmoid,logcosh
11,0.00688207125264942,0.7530402269482724,0.002204365167028636,0.9260818733283651,16,128,0.5,2,relu,logcosh
10,0.017341555407230713,0.10196445281534579,0.017313286958382145,0.11134502931296476,128,16,0.5,2,sigmoid,logcosh
21,1.061520356497923,0.6623012207316059,0.40601095235846857,0.876257312698671,4,256,0.0,2,sigmoid,categorical_crossentropy
14,0.0156806146243584,0.33489242495779015,0.013801595930117587,0.3373099458147908,4,16,0.5,2,softmax,logcosh
34,0.006790448955728059,0.7577174962180256,0.003710337624968942,0.8624561444534893,16,64,0.5,2,sigmoid,logcosh
13,0.8593978539263298,0.7324602461173447,0.22397245260089732,0.9354385983699943,64,64,0.0,2,softmax,categorical_crossentropy
7,0.7905023517270553,0.7782974777041026,0.14873255388765988,0.9532163760118317,128,256,0.5,2,relu,categorical_crossentropy
29,0.005851402473483762,0.7867165607503912,0.0016324010603969133,0.9485380127764584,16,256,0.0,2,sigmoid,logcosh
16,1.0255588902563406,0.6884939231891516,0.36908853250960555,0.8842105282677545,16,16,0.0,2,softmax,categorical_crossentropy
15,2.9313956397621292,0.10196445281534579,2.90520303821006,0.11134502931296476,128,4,0.0,2,softmax,categorical_crossentropy
10,0.017339670037462177,0.10196445281534579,0.017313311120484308,0.11134502931296476,128,4,0.5,2,softmax,logcosh
25,0.8949544652914887,0.7811038387892288,0.3034911960099552,0.9052631611538212,64,256,0.5,2,sigmoid,categorical_crossentropy
10,0.007374796328655469,0.7483629583057898,0.0026387522612228297,0.9050292421851241,16,256,0.5,2,relu,logcosh
32,1.4297644430240033,0.5650140342308719,0.9067617597061138,0.7221052659533874,4,4,0.0,2,sigmoid,categorical_crossentropy
11,0.017345211131479053,0.10196445281534579,0.017312767008068965,0.11134502931296476,256,256,0.5,2,sigmoid,logcosh
18,0.9065905010397435,0.7305893389781688,1.1759765643179851,0.5915789553122214,4,16,0.5,2,relu,categorical_crossentropy
16,0.8008474931767745,0.7652011257086656,0.3862256268605083,0.881871347870046,4,64,0.0,2,sigmoid,categorical_crossentropy
10,0.016012773621772437,0.20392890583978177,0.014782603794882433,0.2350877230627495,128,16,0.5,2,softmax,logcosh
14,2.9304756043222713,0.10196445281534579,2.905970140925625,0.11134502931296476,16,4,0.0,2,sigmoid,categorical_crossentropy
16,2.931724522468417,0.10196445281534579,2.90464982958565,0.11134502931296476,64,4,0.5,2,sigmoid,categorical_crossentropy
11,0.005545387266339139,0.8007483654093587,0.0017999081586713417,0.9419883060699318,64,128,0.5,2,relu,logcosh
9,0.00619289346011105,0.7811038380922616,0.00284793137169218,0.9036257335142782,16,128,0.5,2,relu,logcosh
13,1.2081820846707765,0.6351730625438735,0.4234058920747634,0.8657309972229059,4,64,0.0,2,relu,categorical_crossentropy
24,0.01445736665952887,0.3966323681475405,0.014400430285512258,0.30830409861447516,4,4,0.5,2,relu,logcosh
38,0.0065129942712688444,0.7689429407676209,0.004665283552508201,0.8346198868856095,4,64,0.5,2,sigmoid,logcosh
23,0.7325561261629222,0.8026192733848954,0.21705304503788428,0.9316959090748725,16,256,0.5,2,sigmoid,categorical_crossentropy
15,2.9313994905901803,0.10196445281534579,2.9052010965626143,0.11134502931296476,256,4,0.5,2,sigmoid,categorical_crossentropy
13,0.8053904850502901,0.7109448112289519,0.22463591807177208,0.9328654989687323,128,64,0.0,2,softmax,categorical_crossentropy
8,0.5830949500840881,0.8353601531434884,0.12400188482178096,0.9614035104798991,64,128,0.5,2,relu,categorical_crossentropy
23,0.9240056144115152,0.7015902744876212,0.47001743537082974,0.8488888932598961,4,256,0.5,2,sigmoid,categorical_crossentropy
10,0.017339656741068226,0.10196445281534579,0.017313359322690826,0.11134502931296476,256,4,0.0,2,relu,logcosh
12,0.7658454451550831,0.7511693201297014,0.34813709547052424,0.8970760266857538,64,256,0.5,2,softmax,categorical_crossentropy
10,0.7580980618772099,0.7932647370617449,0.11870642123434504,0.9607017556477708,256,16,0.0,2,relu,categorical_crossentropy
35,0.010959431988663861,0.6043030900638499,0.005901080106765992,0.7789473724992652,4,64,0.5,2,sigmoid,logcosh
40,0.007910178436613501,0.6744621167180692,0.0041450329531454045,0.8208187146667849,16,16,0.0,2,sigmoid,logcosh
14,0.005811529448769407,0.796071097129299,0.003043693928871379,0.8760233958736497,128,64,0.5,2,relu,logcosh
13,0.9130928674112374,0.6969130060821075,0.2340727432715996,0.927017546013782,16,256,0.0,2,softmax,categorical_crossentropy
10,0.017340231608421696,0.10196445281534579,0.01731327614850468,0.11134502931296476,16,4,0.5,2,sigmoid,logcosh
10,0.017341212248403518,0.10196445281534579,0.017313350013822143,0.11134502931296476,256,256,0.5,2,softmax,logcosh
15,2.931491356235001,0.10196445281534579,2.9052010346574395,0.11134502931296476,256,4,0.5,2,sigmoid,categorical_crossentropy
12,0.009449015009869055,0.6379794223605193,0.004192928168082095,0.8523976626800515,64,256,0.0,2,softmax,logcosh
14,0.8411471504620925,0.743685690625122,0.17980983966272798,0.9513450307107111,256,64,0.0,2,softmax,categorical_crossentropy
5,0.017508020358799607,0.1880261930658842,0.016623823510639478,0.22432748588205081,4,256,0.0,2,sigmoid,logcosh
14,0.817483917867121,0.7511693200181867,1.0322229644604985,0.6460818797001364,128,16,0.5,2,relu,categorical_crossentropy
12,0.007791480899533975,0.7053320891005175,0.00387775059257593,0.8640935697925021,4,256,0.0,2,relu,logcosh
20,0.008409208179203426,0.6744621162998888,0.008211492968760751,0.6292397739245877,64,16,0.5,2,relu,logcosh
16,2.932004735891344,0.10196445281534579,2.9047557167142455,0.11134502931296476,256,256,0.5,2,softmax,categorical_crossentropy
12,0.006482568699452915,0.780168385345095,0.001978705195332123,0.9321637449731603,128,128,0.5,2,relu,logcosh
15,0.7010885639027112,0.7549111353419895,0.2850155577334449,0.910877196377481,256,256,0.5,2,softmax,categorical_crossentropy
16,2.931874909726563,0.10196445281534579,2.904667619515581,0.11134502931296476,128,64,0.0,2,sigmoid,categorical_crossentropy
10,0.01734134649650531,0.10196445281534579,0.017313302184144657,0.11134502931296476,64,64,0.5,2,softmax,logcosh
4,0.01732983473005336,0.07764265673031195,0.01707080798186464,0.12865497215449462,16,256,0.5,2,sigmoid,logcosh
18,0.012910792698016019,0.44434050646923323,0.01382852326922662,0.3370760286586326,128,4,0.5,2,relu,logcosh
10,0.5718623742898908,0.8372310598505447,0.182922138324664,0.9412865526669206,64,64,0.5,2,relu,categorical_crossentropy
7,0.767499831273931,0.7736202098004052,0.228477934988651,0.9253801196639301,16,256,0.5,2,relu,categorical_crossentropy
8,0.01483449975565532,0.3376987860150377,0.01266735788212754,0.45099415536860976,4,64,0.5,2,relu,logcosh
24,0.9564515001113473,0.745556597806116,0.2585176197880732,0.9164912304160191,4,128,0.0,2,sigmoid,categorical_crossentropy
18,0.7748018981354948,0.7745556623106029,0.14302820793163634,0.9602339193486331,256,16,0.0,2,softmax,categorical_crossentropy
10,0.014983758382916117,0.3947614610083645,0.011312801499692103,0.5445614051052005,4,256,0.0,2,softmax,logcosh
18,1.3349249936927374,0.7156220797877986,0.25062454502403503,0.9384795338089703,64,4,0.0,2,relu,categorical_crossentropy
15,2.931349984276953,0.10196445281534579,2.9052024425818908,0.11134502931296476,64,4,0.5,2,softmax,categorical_crossentropy
10,0.017341293821458062,0.10196445281534579,0.017313304558744906,0.11134502931296476,128,64,0.5,2,softmax,logcosh
14,0.7202831595776465,0.793264736295081,0.2534914412524622,0.9216374298633888,64,256,0.5,2,softmax,categorical_crossentropy
14,2.9305693396237324,0.10196445281534579,2.905940986376757,0.11134502931296476,64,128,0.5,2,sigmoid,categorical_crossentropy
19,0.010065593926952911,0.6286248868597903,0.00524222388736496,0.8196491251912034,4,128,0.0,2,softmax,logcosh
20,0.007507820546061985,0.7296538856873678,0.0011919255033318481,0.9672514627377192,256,256,0.0,2,softmax,logcosh
9,0.6295199055834776,0.8578110412251069,0.24399055533653033,0.9204678396906769,128,64,0.5,2,relu,categorical_crossentropy
32,0.008588723341637804,0.6969130066954387,0.002312606499718023,0.9244444463162395,4,16,0.0,2,relu,logcosh
15,0.0052845462213517765,0.8222638012735056,0.0015294872078472836,0.9471345051164516,64,64,0.5,2,relu,logcosh
14,2.9306076964671863,0.10196445281534579,2.906118775529471,0.13169590651291851,128,128,0.0,2,sigmoid,categorical_crossentropy
37,0.011618731013757714,0.5425631450759238,0.011327717864371305,0.5242105339005677,4,16,0.5,2,softmax,logcosh
18,0.005431214255392057,0.8157156247530617,0.0017245385383708673,0.9375438622215337,128,64,0.5,2,relu,logcosh
9,0.014439086835038573,0.3657623956814562,0.012745011816783267,0.4257309988228201,4,16,0.5,2,relu,logcosh
29,1.3929047926752556,0.6043030900080925,0.6382150726896991,0.7918128708475515,4,128,0.5,2,softmax,categorical_crossentropy
15,0.007429128806334862,0.7399438759982865,0.0026307473282841942,0.9061988333163903,16,64,0.5,2,relu,logcosh
15,2.931422937239744,0.10196445281534579,2.9051997837267423,0.11134502931296476,16,4,0.5,2,sigmoid,categorical_crossentropy
15,1.9547951282415856,0.4527595902682466,2.084505079167062,0.3017543902348357,16,4,0.5,2,relu,categorical_crossentropy
15,2.9314181566015374,0.10196445281534579,2.905198271790443,0.11134502931296476,16,4,0.0,2,softmax,categorical_crossentropy
14,2.930437915229262,0.10196445281534579,2.906114239441721,0.1281871347399483,64,64,0.0,2,sigmoid,categorical_crossentropy
11,0.017343698498088138,0.10196445281534579,0.017312677108753494,0.11134502931296476,128,128,0.5,2,sigmoid,logcosh
10,0.017340055638114017,0.10196445281534579,0.017313299800830278,0.11134502931296476,256,4,0.0,2,softmax,logcosh
23,0.010076878467461263,0.657623950792764,0.0008215910365894933,0.977543860307911,256,64,0.0,2,softmax,logcosh
33,1.2247243258920024,0.5781103855990383,1.4010146126153808,0.498713458856644,4,16,0.5,2,sigmoid,categorical_crossentropy
18,1.185750590876162,0.6641721271738145,0.49858834474301833,0.837894741659276,4,64,0.5,2,relu,categorical_crossentropy
25,0.9675144029659689,0.7212348016792641,0.5004431864349526,0.8425731018098475,4,16,0.0,2,sigmoid,categorical_crossentropy
12,0.7069827835780861,0.832553790803821,0.24959614745355757,0.9167251496461399,16,64,0.5,2,relu,categorical_crossentropy
10,0.017340096968275792,0.10196445281534579,0.017313298687600252,0.11134502931296476,4,4,0.0,2,sigmoid,logcosh
30,1.8954741449641557,0.43217960887974505,2.2728340196330645,0.28257310301588295,4,4,0.5,2,sigmoid,categorical_crossentropy
10,0.017340970587183986,0.10196445281534579,0.017313307399551073,0.11134502931296476,64,4,0.5,2,sigmoid,logcosh
27,0.8718090621535095,0.7801683847178245,0.4821026397701446,0.8418713504982274,256,256,0.5,2,sigmoid,categorical_crossentropy
23,0.011853935816647178,0.44434050612074955,0.01207416588472021,0.37520468302986076,128,16,0.5,2,relu,logcosh
14,2.930209933540551,0.10196445281534579,2.9060046315890307,0.11134502931296476,16,64,0.5,2,sigmoid,categorical_crossentropy
12,2.2758694040345966,0.22076707239235752,1.7120551913878634,0.34643275051089056,4,4,0.0,2,relu,categorical_crossentropy
10,0.01734125598832979,0.10196445281534579,0.017313229290452616,0.11134502931296476,128,64,0.5,2,sigmoid,logcosh
35,1.241577957693219,0.6267539786751634,1.2265138918719096,0.5789473766297625,4,16,0.5,2,sigmoid,categorical_crossentropy
21,2.148843066604813,0.34611786890799356,1.4594194751690355,0.5230409374013979,4,4,0.0,2,softmax,categorical_crossentropy
12,0.006273176732560969,0.7549111353141108,0.003556267409067378,0.8683040970773027,16,64,0.5,2,relu,logcosh
10,0.01734093137928768,0.10196445281534579,0.017313302158002267,0.11134502931296476,256,4,0.0,2,sigmoid,logcosh
11,1.3610656413591775,0.6323667018351096,0.34566860869022703,0.8846783654731617,4,256,0.0,2,relu,categorical_crossentropy
15,2.9314425288236956,0.10196445281534579,2.90519609200327,0.11134502931296476,128,4,0.5,2,sigmoid,categorical_crossentropy
17,0.00601862700305035,0.788587468725928,0.0027072868449261236,0.889590647346095,256,64,0.5,2,relu,logcosh
18,0.007113462380168799,0.7184284405523198,0.006286362672378388,0.7609356762024394,4,256,0.5,2,softmax,logcosh
34,0.008020063760330265,0.7146866264830581,0.0031293057816098495,0.8947368449112129,16,128,0.5,2,sigmoid,logcosh
17,0.009887819738032636,0.6089803581348192,0.0064501136327293285,0.7684210547926831,4,16,0.0,2,softmax,logcosh
32,0.012690382681942478,0.49579046032381907,0.011600267513209804,0.5092397734435679,4,16,0.5,2,sigmoid,logcosh
17,1.117793623148921,0.6725912099273769,0.5564431986101626,0.8100584822091442,4,64,0.0,2,softmax,categorical_crossentropy
16,2.931610451779486,0.10196445281534579,2.9046928952311912,0.11134502931296476,256,64,0.5,2,softmax,categorical_crossentropy
19,0.8449045501307942,0.7436856904160318,0.4744430050691702,0.8493567306918708,64,64,0.5,2,softmax,categorical_crossentropy
18,0.00872711588340097,0.6782039318885393,0.005272583499600611,0.8168421086686396,4,128,0.5,2,relu,logcosh
33,0.009168038024027889,0.6838166533060671,0.0054141562418562285,0.8140350916580847,4,128,0.5,2,softmax,logcosh
14,2.92970538763826,0.10383536023330867,2.905970871239378,0.11134502931296476,64,256,0.0,2,sigmoid,categorical_crossentropy
10,0.017340286421416183,0.10196445281534579,0.017313268299252667,0.11134502931296476,256,16,0.0,2,sigmoid,logcosh
15,2.931447138175215,0.10196445281534579,2.9051964570207205,0.11134502931296476,256,4,0.5,2,softmax,categorical_crossentropy
